Episode_Length_minutes,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment
,68.92,Thursday,Morning,92.56,2.0,Neutral
,29.72,Sunday,Afternoon,,3.0,Positive
50.66,74.15,Friday,Evening,79.06,3.0,Neutral
95.84,40.55,Friday,Night,,2.0,Negative
10.69,67.61,Wednesday,Morning,96.74,1.0,Neutral
22.38,37.34,Monday,Morning,93.02,1.0,Positive
55.75,72.05,Saturday,Afternoon,,0.0,Neutral
102.07,57.42,Monday,Morning,55.38,3.0,Neutral
7.32,42.62,Wednesday,Morning,47.74,1.0,Negative
,54.31,Monday,Afternoon,69.09,0.0,Negative
,34.2,Thursday,Afternoon,,3.0,Neutral
82.09,44.33,Friday,Evening,,2.0,Neutral
43.1,41.46,Thursday,Afternoon,17.46,0.0,Negative
45.18,59.7,Thursday,Morning,37.71,2.0,Negative
118.62,33.95,Friday,Afternoon,28.64,0.0,Neutral
113.11,38.01,Tuesday,Morning,94.12,2.0,Neutral
46.61,47.6,Monday,Night,41.95,1.0,Neutral
30.16,74.82,Saturday,Afternoon,31.81,2.0,Negative
68.01,67.39,Sunday,Night,88.54,0.0,Negative
57.14,46.69,Thursday,Evening,14.1,1.0,Positive
21.93,25.98,Monday,Evening,71.78,2.0,Neutral
11.78,56.15,Wednesday,Night,60.33,1.0,Neutral
96.36,42.16,Wednesday,Night,17.18,0.0,Neutral
36.61,82.18,Thursday,Afternoon,55.66,2.0,Neutral
112.59,67.32,Tuesday,Afternoon,81.66,1.0,Neutral
,49.75,Wednesday,Night,6.22,1.0,Negative
92.68,86.27,Wednesday,Morning,22.48,0.0,Negative
59.83,88.12,Wednesday,Evening,33.13,1.0,Negative
17.98,54.84,Sunday,Morning,93.64,2.0,Neutral
38.67,38.68,Saturday,Evening,,3.0,Neutral
,89.41,Wednesday,Afternoon,62.35,2.0,Positive
94.15,22.0,Thursday,Evening,28.58,1.0,Negative
8.76,75.55,Friday,Evening,31.51,3.0,Neutral
37.41,74.05,Tuesday,Afternoon,32.76,0.0,Positive
76.44,38.38,Monday,Night,73.75,1.0,Neutral
85.23,38.64,Sunday,Night,80.17,3.0,Neutral
53.66,47.62,Saturday,Evening,47.23,0.0,Neutral
119.44,69.36,Monday,Evening,,1.0,Neutral
39.06,91.36,Monday,Night,5.31,3.0,Negative
69.6,78.32,Monday,Night,12.4,0.0,Neutral
29.39,86.49,Tuesday,Afternoon,48.26,1.0,Neutral
42.88,69.65,Wednesday,Night,69.61,1.0,Negative
57.99,36.16,Sunday,Afternoon,68.29,2.0,Negative
118.14,87.27,Saturday,Evening,8.52,2.0,Negative
,66.76,Friday,Afternoon,,1.0,Negative
57.91,84.43,Wednesday,Evening,95.29,0.0,Positive
98.96,58.31,Sunday,Night,75.6,0.0,Neutral
43.79,29.4,Tuesday,Morning,61.33,2.0,Negative
68.21,37.17,Monday,Night,24.74,3.0,Negative
86.87,54.82,Wednesday,Night,,2.0,Neutral
18.59,76.71,Wednesday,Afternoon,26.96,0.0,Negative
79.22,71.49,Friday,Evening,,0.0,Positive
24.13,88.18,Monday,Afternoon,,3.0,Negative
64.59,73.49,Wednesday,Night,86.37,3.0,Negative
113.14,95.9,Wednesday,Morning,,1.0,Negative
,69.46,Tuesday,Evening,16.95,0.0,Positive
82.92,84.12,Tuesday,Morning,24.86,1.0,Neutral
37.5,54.19,Saturday,Afternoon,93.43,2.0,Negative
113.04,62.49,Wednesday,Morning,14.85,1.0,Negative
98.76,83.38,Thursday,Night,,0.0,Positive
42.2,57.17,Friday,Morning,9.7,2.0,Positive
110.01,65.81,Wednesday,Evening,29.94,0.0,Negative
38.8,35.17,Saturday,Evening,,2.0,Negative
38.77,66.73,Sunday,Morning,28.51,0.0,Positive
33.28,89.23,Monday,Morning,64.72,0.0,Neutral
29.76,69.61,Wednesday,Night,46.61,3.0,Neutral
76.07,70.65,Saturday,Afternoon,83.28,1.0,Negative
80.86,55.56,Friday,Afternoon,2.1,2.0,Neutral
62.69,80.65,Monday,Night,4.02,3.0,Negative
78.07,49.31,Friday,Night,79.28,3.0,Negative
50.73,39.56,Friday,Evening,,1.0,Negative
109.43,47.61,Wednesday,Morning,20.58,3.0,Positive
11.39,70.3,Monday,Evening,46.85,0.0,Neutral
,28.25,Wednesday,Night,19.08,1.0,Neutral
60.37,96.69,Sunday,Evening,54.56,3.0,Neutral
,67.66,Monday,Evening,31.11,1.0,Negative
106.4,69.76,Saturday,Morning,84.75,1.0,Positive
50.55,53.23,Tuesday,Evening,35.87,1.0,Neutral
16.49,30.3,Wednesday,Afternoon,34.32,1.0,Neutral
115.38,57.23,Monday,Night,17.72,1.0,Neutral
52.48,46.99,Saturday,Morning,15.42,1.0,Positive
32.83,61.83,Sunday,Afternoon,41.05,1.0,Neutral
,95.98,Wednesday,Evening,35.22,0.0,Negative
116.72,90.83,Saturday,Morning,60.31,1.0,Positive
13.65,53.94,Wednesday,Afternoon,76.4,3.0,Negative
101.66,58.26,Thursday,Morning,89.47,1.0,Positive
23.58,24.17,Monday,Evening,,1.0,Neutral
6.36,65.42,Wednesday,Morning,48.6,2.0,Positive
97.35,67.43,Sunday,Afternoon,42.07,3.0,Neutral
83.24,41.09,Wednesday,Afternoon,1.62,1.0,Neutral
,22.44,Wednesday,Evening,22.84,2.0,Positive
119.67,88.96,Thursday,Morning,82.87,3.0,Negative
8.83,36.56,Sunday,Evening,63.62,1.0,Neutral
47.14,91.19,Saturday,Night,92.3,2.0,Neutral
53.89,94.84,Thursday,Night,73.89,3.0,Positive
23.2,78.75,Thursday,Evening,71.85,3.0,Neutral
99.79,57.86,Thursday,Morning,41.41,2.0,Negative
104.65,71.64,Monday,Afternoon,,3.0,Negative
,82.49,Tuesday,Evening,,2.0,Neutral
93.22,92.58,Monday,Night,52.98,0.0,Positive
60.32,43.26,Friday,Afternoon,,0.0,Negative
119.89,28.5,Monday,Afternoon,55.73,1.0,Positive
119.08,78.69,Thursday,Afternoon,54.11,0.0,Negative
33.6,51.3,Sunday,Afternoon,74.32,3.0,Negative
116.07,33.22,Saturday,Morning,,2.0,Positive
5.67,29.83,Thursday,Evening,27.64,1.0,Negative
27.59,58.24,Tuesday,Night,,0.0,Positive
,49.65,Monday,Night,52.49,0.0,Positive
56.58,78.59,Wednesday,Night,26.98,1.0,Positive
115.43,60.43,Saturday,Morning,,0.0,Positive
69.24,81.82,Monday,Afternoon,65.37,1.0,Positive
31.46,88.49,Wednesday,Night,6.52,1.0,Positive
113.03,26.68,Saturday,Afternoon,,1.0,Neutral
38.51,20.41,Tuesday,Morning,24.44,1.0,Positive
112.07,89.39,Friday,Night,49.7,0.0,Neutral
54.68,29.67,Saturday,Evening,71.41,2.0,Negative
77.86,34.45,Thursday,Evening,60.11,0.0,Positive
44.76,24.6,Friday,Morning,1.34,3.0,Negative
35.06,46.36,Sunday,Evening,92.15,1.0,Neutral
67.76,58.69,Tuesday,Afternoon,63.86,2.0,Neutral
30.43,38.56,Monday,Evening,75.16,1.0,Positive
44.58,53.56,Tuesday,Night,89.18,0.0,Neutral
,47.29,Sunday,Evening,62.34,0.0,Positive
94.89,77.78,Thursday,Afternoon,45.87,1.0,Negative
105.57,85.57,Wednesday,Morning,,0.0,Neutral
118.67,31.64,Thursday,Morning,,2.0,Positive
40.35,58.52,Monday,Morning,34.76,0.0,Positive
33.47,48.85,Wednesday,Evening,62.64,3.0,Neutral
30.66,72.5,Monday,Morning,,2.0,Neutral
,67.74,Tuesday,Afternoon,61.69,0.0,Positive
23.26,86.65,Thursday,Afternoon,,0.0,Neutral
93.09,91.64,Friday,Evening,29.98,2.0,Positive
43.5,54.94,Thursday,Night,78.71,0.0,Negative
75.97,28.36,Friday,Evening,90.63,1.0,Negative
107.98,39.25,Wednesday,Afternoon,82.32,3.0,Positive
85.3,29.84,Monday,Night,31.73,3.0,Negative
10.69,32.78,Thursday,Night,,1.0,Positive
87.52,29.6,Friday,Night,55.66,1.0,Neutral
59.58,26.94,Monday,Night,62.52,1.0,Positive
71.77,53.46,Thursday,Night,77.89,1.0,Negative
42.71,21.09,Monday,Morning,,3.0,Neutral
76.07,39.54,Friday,Night,25.85,2.0,Negative
37.31,78.06,Wednesday,Evening,62.17,2.0,Negative
42.18,55.84,Sunday,Evening,,2.0,Positive
73.07,65.73,Thursday,Morning,52.4,0.0,Positive
98.67,91.39,Thursday,Evening,97.28,1.0,Neutral
36.39,57.07,Wednesday,Evening,96.34,3.0,Neutral
107.73,58.26,Sunday,Night,47.07,3.0,Negative
53.42,22.45,Thursday,Evening,45.19,2.0,Negative
113.64,29.35,Saturday,Night,,2.0,Negative
50.73,55.13,Tuesday,Evening,60.94,3.0,Positive
66.64,70.4,Thursday,Evening,,3.0,Neutral
53.5,66.9,Tuesday,Afternoon,31.53,2.0,Neutral
91.49,31.37,Friday,Morning,62.38,2.0,Negative
42.64,71.44,Monday,Afternoon,29.56,0.0,Negative
115.02,96.05,Thursday,Evening,22.06,0.0,Positive
,66.3,Tuesday,Morning,,0.0,Neutral
30.35,50.51,Friday,Night,54.21,2.0,Negative
107.12,60.81,Friday,Morning,81.01,3.0,Positive
,67.63,Tuesday,Night,78.15,0.0,Negative
,25.63,Thursday,Afternoon,,1.0,Negative
53.34,28.29,Saturday,Afternoon,6.21,0.0,Negative
91.47,55.22,Saturday,Morning,,2.0,Positive
17.77,55.32,Tuesday,Night,10.48,0.0,Negative
80.27,81.46,Sunday,Afternoon,,0.0,Negative
72.83,57.12,Thursday,Night,97.77,3.0,Negative
,66.4,Saturday,Afternoon,,0.0,Positive
56.47,62.71,Tuesday,Morning,22.56,2.0,Neutral
17.26,91.29,Monday,Night,85.52,3.0,Negative
,29.69,Sunday,Morning,55.04,0.0,Positive
102.97,35.73,Sunday,Night,46.39,0.0,Neutral
113.46,93.34,Saturday,Morning,1.54,2.0,Negative
8.8,39.32,Saturday,Evening,7.32,1.0,Positive
116.11,24.19,Monday,Evening,59.73,0.0,Neutral
118.48,31.76,Sunday,Night,,0.0,Neutral
64.54,43.39,Friday,Afternoon,36.51,3.0,Neutral
114.29,26.19,Monday,Night,85.7,2.0,Negative
62.73,53.18,Wednesday,Night,42.4,1.0,Neutral
105.0,27.4,Wednesday,Evening,63.09,2.0,Negative
,29.17,Monday,Night,82.22,0.0,Neutral
52.17,48.13,Friday,Night,90.96,3.0,Neutral
74.86,45.81,Thursday,Morning,,0.0,Positive
52.6,72.87,Sunday,Afternoon,57.25,3.0,Negative
66.75,91.56,Sunday,Evening,86.61,2.0,Negative
85.97,57.2,Saturday,Afternoon,,1.0,Negative
13.36,79.53,Tuesday,Night,,2.0,Neutral
105.75,63.0,Thursday,Evening,17.08,3.0,Negative
34.32,20.71,Friday,Night,,1.0,Negative
53.21,95.83,Friday,Night,57.26,1.0,Positive
33.55,29.94,Friday,Evening,75.6,2.0,Positive
,22.19,Tuesday,Night,52.76,1.0,Negative
119.1,81.74,Wednesday,Night,,1.0,Positive
73.97,70.13,Sunday,Morning,17.72,3.0,Negative
114.99,99.3,Monday,Afternoon,51.25,1.0,Neutral
,46.66,Sunday,Evening,,3.0,Neutral
88.18,90.18,Wednesday,Morning,81.22,3.0,Positive
32.76,26.48,Thursday,Evening,33.37,3.0,Negative
103.19,92.23,Friday,Night,72.27,1.0,Neutral
11.55,70.76,Saturday,Evening,37.66,1.0,Neutral
20.64,76.91,Thursday,Morning,28.83,0.0,Negative
103.83,26.26,Monday,Evening,89.68,2.0,Negative
48.6,83.19,Tuesday,Afternoon,69.87,2.0,Positive
105.88,36.52,Wednesday,Night,47.16,0.0,Neutral
43.01,55.83,Saturday,Morning,,2.0,Neutral
98.18,63.0,Friday,Afternoon,90.77,1.0,Negative
,34.08,Wednesday,Evening,66.16,0.0,Negative
110.81,51.93,Sunday,Afternoon,61.51,0.0,Neutral
26.78,80.17,Sunday,Night,43.46,3.0,Neutral
114.02,90.37,Wednesday,Night,49.08,3.0,Neutral
18.08,72.02,Monday,Night,91.02,1.0,Neutral
110.21,69.78,Thursday,Night,19.66,0.0,Positive
61.68,38.71,Tuesday,Night,67.71,2.0,Negative
26.32,26.32,Thursday,Night,38.47,0.0,Positive
54.8,47.15,Wednesday,Morning,28.7,3.0,Neutral
39.61,49.66,Friday,Morning,8.01,0.0,Positive
84.05,71.06,Saturday,Afternoon,84.63,3.0,Positive
102.36,66.74,Wednesday,Afternoon,,2.0,Neutral
29.71,27.43,Friday,Afternoon,95.31,1.0,Negative
82.68,65.77,Saturday,Morning,72.46,1.0,Positive
6.33,54.33,Sunday,Morning,,1.0,Positive
31.46,78.39,Saturday,Afternoon,64.59,3.0,Negative
81.95,99.83,Friday,Morning,69.83,0.0,Neutral
49.39,59.1,Monday,Morning,54.47,1.0,Neutral
36.08,51.52,Saturday,Evening,88.12,0.0,Negative
13.41,90.59,Saturday,Evening,,2.0,Neutral
89.82,50.59,Tuesday,Evening,,0.0,Positive
43.19,48.47,Saturday,Evening,72.19,2.0,Positive
,25.47,Monday,Night,71.38,2.0,Neutral
80.6,55.37,Sunday,Evening,65.17,2.0,Negative
76.83,72.24,Monday,Evening,9.99,0.0,Negative
36.63,64.17,Saturday,Night,55.17,0.0,Neutral
16.98,69.85,Friday,Night,51.3,0.0,Negative
97.32,70.4,Saturday,Morning,76.89,0.0,Negative
,43.51,Sunday,Evening,10.9,1.0,Neutral
,30.29,Thursday,Afternoon,,1.0,Neutral
,81.04,Saturday,Night,90.26,2.0,Neutral
,27.4,Monday,Evening,9.18,1.0,Positive
,51.58,Sunday,Night,28.91,2.0,Neutral
90.18,31.18,Monday,Evening,25.16,3.0,Negative
75.95,57.32,Wednesday,Morning,,3.0,Negative
29.46,22.65,Friday,Evening,79.31,1.0,Neutral
73.67,31.31,Wednesday,Evening,75.64,1.0,Positive
83.96,48.96,Wednesday,Afternoon,32.84,3.0,Positive
26.3,36.07,Thursday,Afternoon,95.23,1.0,Positive
13.12,49.74,Sunday,Evening,2.48,0.0,Positive
81.69,48.77,Monday,Evening,48.13,0.0,Positive
,24.1,Wednesday,Morning,,2.0,Neutral
,31.29,Sunday,Night,19.38,3.0,Negative
33.53,98.56,Wednesday,Afternoon,,1.0,Negative
45.95,69.77,Thursday,Night,63.35,1.0,Negative
40.94,90.24,Monday,Evening,57.32,0.0,Positive
,78.94,Thursday,Afternoon,16.88,1.0,Negative
26.82,65.67,Sunday,Afternoon,60.22,1.0,Positive
64.87,71.69,Thursday,Afternoon,17.88,3.0,Positive
100.02,84.03,Monday,Afternoon,80.43,1.0,Positive
85.18,96.14,Monday,Evening,56.89,1.0,Neutral
14.65,69.69,Wednesday,Evening,63.81,2.0,Positive
24.82,60.84,Saturday,Afternoon,,0.0,Positive
62.74,52.69,Sunday,Afternoon,55.97,0.0,Neutral
99.53,99.22,Monday,Morning,0.17,0.0,Neutral
97.93,48.62,Sunday,Morning,9.69,0.0,Negative
53.06,88.33,Thursday,Evening,53.06,3.0,Neutral
,69.29,Saturday,Afternoon,,2.0,Positive
19.85,79.85,Friday,Evening,8.2,1.0,Positive
89.34,87.19,Tuesday,Evening,58.71,1.0,Positive
43.24,63.11,Wednesday,Afternoon,,3.0,Positive
25.76,40.03,Friday,Afternoon,93.86,0.0,Negative
45.26,51.61,Sunday,Evening,15.61,1.0,Neutral
30.09,38.07,Monday,Afternoon,,0.0,Positive
12.59,79.66,Sunday,Morning,,3.0,Neutral
110.78,69.39,Tuesday,Night,,1.0,Neutral
9.9,80.24,Saturday,Night,87.06,2.0,Neutral
119.66,98.66,Saturday,Afternoon,61.56,3.0,Neutral
,47.12,Friday,Evening,24.37,1.0,Negative
91.05,41.82,Saturday,Evening,76.65,0.0,Positive
75.51,98.07,Sunday,Evening,56.05,3.0,Neutral
88.58,88.44,Wednesday,Morning,72.37,1.0,Negative
,89.14,Sunday,Evening,78.9,3.0,Negative
61.6,33.41,Wednesday,Night,31.82,2.0,Positive
85.04,53.05,Thursday,Night,68.89,3.0,Negative
,35.85,Saturday,Night,92.41,0.0,Positive
31.57,60.17,Thursday,Evening,57.26,2.0,Neutral
106.7,26.8,Sunday,Night,66.79,0.0,Neutral
112.32,32.02,Saturday,Morning,,3.0,Neutral
64.05,35.41,Friday,Morning,49.23,0.0,Neutral
118.98,78.93,Wednesday,Afternoon,53.32,3.0,Neutral
79.48,92.81,Wednesday,Evening,95.74,1.0,Neutral
104.23,85.73,Saturday,Morning,,1.0,Positive
37.94,29.94,Tuesday,Morning,12.33,3.0,Negative
107.98,65.96,Monday,Night,96.43,0.0,Neutral
39.88,49.44,Wednesday,Afternoon,72.11,0.0,Neutral
51.87,56.78,Saturday,Afternoon,45.43,1.0,Positive
92.08,46.06,Saturday,Afternoon,,3.0,Neutral
108.28,83.31,Friday,Evening,84.66,1.0,Negative
70.61,32.62,Sunday,Morning,,0.0,Negative
19.55,95.64,Wednesday,Evening,93.2,1.0,Neutral
70.88,48.55,Monday,Night,27.33,0.0,Positive
42.3,45.55,Tuesday,Morning,83.14,0.0,Negative
57.1,59.04,Tuesday,Evening,56.43,2.0,Negative
94.04,31.15,Thursday,Afternoon,27.79,2.0,Positive
,82.04,Monday,Afternoon,33.13,0.0,Neutral
53.84,95.7,Thursday,Evening,69.47,2.0,Positive
65.99,37.82,Monday,Afternoon,,2.0,Positive
109.41,64.21,Monday,Morning,8.52,2.0,Negative
10.69,21.55,Wednesday,Evening,,0.0,Positive
88.5,48.7,Tuesday,Morning,24.61,0.0,Neutral
119.27,56.52,Sunday,Evening,,0.0,Negative
111.46,62.46,Wednesday,Afternoon,16.18,0.0,Positive
49.65,38.68,Thursday,Evening,58.47,3.0,Positive
119.18,87.68,Sunday,Night,7.65,0.0,Negative
,56.06,Thursday,Evening,38.08,3.0,Negative
32.65,26.78,Tuesday,Evening,20.57,0.0,Negative
26.67,87.51,Monday,Afternoon,58.2,0.0,Neutral
75.04,71.0,Tuesday,Evening,14.17,2.0,Neutral
93.36,61.93,Wednesday,Night,58.08,2.0,Positive
61.68,73.64,Friday,Afternoon,,2.0,Positive
69.25,31.94,Sunday,Evening,54.84,1.0,Positive
54.63,66.11,Sunday,Night,99.08,2.0,Positive
88.37,47.68,Saturday,Morning,67.62,0.0,Positive
101.76,99.62,Friday,Night,65.97,2.0,Positive
,80.55,Friday,Evening,37.17,0.0,Neutral
39.01,73.94,Thursday,Night,89.11,2.0,Negative
5.87,82.3,Thursday,Night,,2.0,Positive
89.14,80.07,Wednesday,Night,5.05,1.0,Positive
92.08,73.57,Wednesday,Evening,56.53,1.0,Negative
119.78,54.71,Friday,Morning,19.1,0.0,Negative
64.07,75.01,Tuesday,Evening,77.19,3.0,Positive
,30.45,Sunday,Afternoon,13.36,0.0,Positive
113.41,37.89,Tuesday,Morning,,2.0,Negative
17.42,76.14,Thursday,Evening,83.14,3.0,Positive
52.48,85.61,Sunday,Morning,,3.0,Neutral
77.34,79.51,Tuesday,Morning,,1.0,Positive
33.67,56.73,Thursday,Afternoon,73.69,2.0,Positive
9.18,45.11,Sunday,Afternoon,36.58,1.0,Positive
28.98,87.19,Tuesday,Night,77.13,1.0,Positive
116.87,31.54,Friday,Morning,44.99,0.0,Positive
116.93,29.23,Saturday,Afternoon,,1.0,Positive
91.79,39.93,Saturday,Afternoon,28.87,0.0,Positive
68.84,67.48,Sunday,Night,42.16,0.0,Negative
81.05,82.2,Wednesday,Afternoon,,1.0,Negative
,65.07,Thursday,Afternoon,,0.0,Positive
23.52,23.12,Friday,Night,17.99,0.0,Positive
,72.13,Saturday,Evening,36.82,3.0,Negative
67.03,89.99,Monday,Evening,15.55,2.0,Neutral
,49.06,Sunday,Morning,62.39,0.0,Positive
,51.46,Saturday,Night,,0.0,Negative
72.04,34.58,Sunday,Morning,29.7,0.0,Positive
34.44,97.01,Saturday,Night,64.77,1.0,Negative
31.7,67.26,Wednesday,Evening,88.48,0.0,Neutral
76.22,46.49,Thursday,Night,58.72,2.0,Neutral
29.43,94.12,Friday,Evening,86.2,3.0,Neutral
81.14,50.57,Friday,Morning,,1.0,Positive
29.22,20.9,Friday,Night,,1.0,Positive
111.18,58.02,Tuesday,Night,,2.0,Negative
16.98,97.02,Sunday,Evening,,3.0,Positive
,81.18,Thursday,Night,2.17,1.0,Positive
84.08,98.34,Wednesday,Night,72.19,0.0,Neutral
69.79,98.2,Friday,Evening,37.59,2.0,Negative
31.82,27.87,Sunday,Afternoon,,1.0,Positive
115.99,73.7,Friday,Night,60.68,1.0,Neutral
89.23,38.68,Friday,Night,54.11,1.0,Positive
27.35,45.27,Friday,Afternoon,50.84,1.0,Negative
103.25,20.81,Saturday,Evening,86.34,2.0,Positive
55.02,24.19,Friday,Night,15.74,3.0,Positive
31.06,50.99,Saturday,Night,85.66,2.0,Neutral
82.21,24.15,Wednesday,Morning,23.12,2.0,Negative
16.19,67.81,Friday,Morning,53.2,3.0,Neutral
72.32,50.6,Saturday,Night,,0.0,Neutral
91.04,28.41,Thursday,Evening,77.52,0.0,Neutral
110.12,52.92,Wednesday,Evening,,3.0,Neutral
31.23,59.18,Tuesday,Afternoon,61.82,1.0,Neutral
85.72,23.16,Tuesday,Afternoon,7.77,1.0,Neutral
106.96,27.68,Wednesday,Evening,46.96,2.0,Neutral
92.34,87.8,Wednesday,Afternoon,55.24,1.0,Neutral
,29.29,Monday,Night,7.44,3.0,Positive
,35.6,Wednesday,Evening,3.02,2.0,Positive
84.38,47.41,Tuesday,Morning,84.41,0.0,Neutral
,95.78,Thursday,Morning,,1.0,Positive
8.21,77.69,Wednesday,Morning,,2.0,Negative
104.83,77.41,Sunday,Morning,60.09,3.0,Negative
7.99,73.3,Monday,Afternoon,4.59,0.0,Neutral
95.22,52.49,Thursday,Afternoon,93.42,0.0,Negative
,23.9,Monday,Afternoon,,2.0,Positive
,50.57,Sunday,Afternoon,73.31,3.0,Negative
10.69,67.19,Monday,Night,4.8,1.0,Negative
119.87,93.9,Tuesday,Evening,13.27,1.0,Negative
,66.38,Sunday,Morning,61.86,3.0,Negative
18.9,56.25,Saturday,Evening,74.2,1.0,Neutral
92.07,34.84,Sunday,Afternoon,65.6,3.0,Negative
55.97,72.13,Wednesday,Afternoon,78.13,1.0,Positive
13.2,22.38,Sunday,Evening,95.81,2.0,Neutral
16.26,56.4,Friday,Afternoon,12.57,3.0,Neutral
81.19,26.93,Thursday,Night,82.91,2.0,Positive
,20.81,Friday,Afternoon,,0.0,Neutral
102.16,84.28,Friday,Afternoon,80.27,2.0,Positive
114.72,45.39,Wednesday,Evening,,3.0,Negative
116.71,23.71,Friday,Evening,,2.0,Neutral
56.53,47.39,Sunday,Afternoon,13.19,1.0,Positive
52.48,73.93,Tuesday,Evening,,0.0,Positive
18.92,62.45,Saturday,Afternoon,28.31,2.0,Neutral
60.23,24.82,Sunday,Evening,97.8,2.0,Positive
60.64,37.44,Sunday,Morning,58.17,2.0,Negative
112.8,66.49,Saturday,Evening,99.34,1.0,Neutral
96.14,49.35,Thursday,Evening,23.08,0.0,Neutral
31.85,82.3,Friday,Morning,78.6,0.0,Negative
104.87,36.63,Saturday,Evening,,0.0,Negative
117.04,27.72,Wednesday,Night,71.73,2.0,Neutral
107.92,47.07,Tuesday,Afternoon,38.38,2.0,Neutral
,28.23,Thursday,Evening,71.79,0.0,Neutral
31.4,66.26,Thursday,Afternoon,17.12,1.0,Neutral
116.07,99.71,Wednesday,Afternoon,69.68,1.0,Positive
90.72,47.45,Sunday,Morning,71.22,2.0,Negative
74.45,68.45,Wednesday,Evening,42.45,3.0,Negative
85.77,31.32,Friday,Afternoon,87.34,1.0,Negative
64.66,32.57,Thursday,Evening,36.86,3.0,Neutral
27.82,71.43,Thursday,Morning,9.43,1.0,Negative
46.91,23.68,Wednesday,Evening,,1.0,Negative
13.76,49.95,Tuesday,Afternoon,,2.0,Neutral
82.68,87.3,Wednesday,Afternoon,14.3,0.0,Positive
73.34,95.4,Friday,Morning,55.13,2.0,Neutral
77.65,51.91,Friday,Afternoon,6.49,0.0,Positive
59.59,50.59,Sunday,Afternoon,9.76,0.0,Positive
72.59,52.21,Sunday,Morning,97.37,2.0,Positive
51.65,78.15,Tuesday,Evening,46.11,2.0,Positive
103.82,30.76,Tuesday,Evening,,2.0,Negative
19.85,58.69,Tuesday,Afternoon,6.59,0.0,Negative
92.88,75.31,Monday,Afternoon,74.77,3.0,Positive
46.53,46.02,Tuesday,Night,62.46,0.0,Positive
42.13,31.15,Friday,Morning,8.4,0.0,Neutral
,72.86,Friday,Night,,3.0,Positive
,31.84,Tuesday,Morning,52.58,0.0,Positive
85.1,89.88,Saturday,Afternoon,42.41,2.0,Negative
100.45,97.66,Monday,Morning,56.79,1.0,Neutral
60.69,75.5,Friday,Evening,93.03,1.0,Neutral
102.37,74.81,Monday,Morning,24.42,3.0,Neutral
31.27,73.4,Wednesday,Afternoon,80.76,0.0,Positive
16.71,49.72,Wednesday,Night,78.96,3.0,Positive
,36.32,Thursday,Afternoon,91.85,2.0,Neutral
66.65,96.63,Sunday,Night,49.17,2.0,Positive
,60.57,Wednesday,Evening,88.78,0.0,Neutral
72.29,77.77,Sunday,Night,17.92,0.0,Neutral
7.41,97.81,Friday,Evening,63.41,0.0,Negative
19.24,68.69,Monday,Afternoon,76.04,1.0,Negative
61.12,30.94,Tuesday,Evening,41.12,2.0,Neutral
45.66,96.57,Sunday,Evening,93.86,3.0,Negative
41.78,73.86,Wednesday,Afternoon,82.4,1.0,Negative
55.68,38.74,Friday,Afternoon,61.17,0.0,Negative
,75.22,Wednesday,Evening,0.43,1.0,Negative
106.06,27.54,Sunday,Evening,39.99,1.0,Negative
108.98,76.3,Saturday,Evening,81.24,1.0,Neutral
112.85,73.94,Wednesday,Night,63.83,2.0,Positive
114.99,26.95,Sunday,Morning,,3.0,Negative
50.34,36.74,Monday,Afternoon,7.56,2.0,Neutral
37.32,67.98,Friday,Morning,,3.0,Positive
107.57,26.48,Friday,Afternoon,24.47,1.0,Negative
73.37,27.37,Wednesday,Night,9.27,0.0,Negative
113.33,24.99,Monday,Night,19.18,2.0,Negative
62.93,40.85,Saturday,Afternoon,74.77,2.0,Neutral
25.13,30.13,Monday,Evening,,2.0,Negative
91.18,41.84,Wednesday,Night,41.21,1.0,Negative
40.56,66.53,Sunday,Morning,51.29,0.0,Neutral
77.85,56.68,Tuesday,Morning,,2.0,Neutral
,79.55,Monday,Afternoon,58.1,1.0,Negative
62.73,28.7,Friday,Morning,54.01,0.0,Neutral
9.21,29.03,Wednesday,Evening,32.59,2.0,Positive
86.55,91.71,Saturday,Night,51.71,0.0,Positive
42.05,78.07,Wednesday,Afternoon,41.69,2.0,Positive
41.97,78.48,Sunday,Afternoon,98.02,2.0,Negative
46.73,84.14,Monday,Evening,27.13,3.0,Neutral
,50.82,Thursday,Morning,30.45,2.0,Negative
90.2,77.8,Thursday,Night,8.74,3.0,Negative
36.4,91.14,Wednesday,Night,78.65,0.0,Neutral
25.84,59.43,Saturday,Night,29.71,0.0,Negative
77.65,58.26,Sunday,Evening,11.08,3.0,Neutral
41.76,49.13,Sunday,Evening,81.59,1.0,Neutral
78.96,57.95,Sunday,Morning,65.39,3.0,Negative
50.57,58.89,Tuesday,Evening,98.57,2.0,Positive
69.17,72.71,Sunday,Morning,49.84,2.0,Negative
99.54,84.13,Friday,Morning,,1.0,Positive
66.93,24.26,Friday,Night,87.58,0.0,Neutral
67.56,85.06,Thursday,Morning,50.95,0.0,Negative
25.56,54.51,Saturday,Night,6.39,1.0,Negative
102.56,87.09,Sunday,Night,,3.0,Positive
,39.27,Sunday,Morning,23.25,3.0,Positive
12.7,26.01,Thursday,Morning,81.59,0.0,Negative
54.81,96.52,Tuesday,Night,68.42,1.0,Neutral
93.83,46.87,Sunday,Morning,72.19,0.0,Positive
